Country Name,Country Code,Region,Income group,Year,Energy use (kg of oil equivalents per capita),Population,CO2 emissions (metric tons per capita),Renewable energy consumption (% of energy),"GDP per capita, PPP",Electric power consumption (kWh per capita),Access to electricity (% of population),Forest area (% of land)
Togo,TGO,Sub-Saharan Africa,Low income,2007,409.678218090,5997385,0.234790329,79.939355738,1075.218320148,101.044038360,30.086263657,6.368817685
Thailand,THA,East Asia & Pacific,Upper middle income,2007,1589.750408694,66195615,3.813655648,21.611241888,11878.039148869,2079.820544004,94.422843933,31.630291471
Tajikistan,TJK,Europe & Central Asia,Low income,2007,360.553297956,7152385,0.452197973,53.803997084,1775.446789182,2047.149307539,99.016609192,2.929408402
Turkmenistan,TKM,Europe & Central Asia,Upper middle income,2007,4594.933366351,4870137,11.507430078,0.073152525,7363.082408531,2254.351366296,99.636093140,8.782159045
Timor-Leste,TLS,East Asia & Pacific,Lower middle income,2007,57.278447435,1064973,0.172163989,41.878591870,8516.330157965,,36.6,52.158707168
Tonga,TON,East Asia & Pacific,Upper middle income,2007,566.644196293,102357,1.110593316,2.170683248,4373.413846596,,90.069572449,12.5
Trinidad and Tobago,TTO,Latin America & Caribbean,High income,2007,14608.009868170,1309260,34.732953730,0.365885963,29252.118802725,5668.851106732,96.997734070,44.553605762
Tunisia,TUN,Middle East & North Africa,Lower middle income,2007,877.716123393,10298087,2.341262508,14.321926830,9137.583448340,1151.767313677,99.4,6.082646756
Turkey,TUR,Europe & Central Asia,Upper middle income,2007,1436.844738231,69597281,4.090076579,12.484598384,14843.473906809,2347.117554779,98.269851685,14.134584658
Tuvalu,TUV,East Asia & Pacific,Upper middle income,2007,,10243,1.074001757,0,2881.916117161,,96.7,33.333333333
Tanzania,TZA,Sub-Saharan Africa,Low income,2007,441.171899962,41923715,0.140649177,91.356722811,1830.158434947,79.358425178,13.935788155,55.452698126
Uganda,UGA,Sub-Saharan Africa,Low income,2007,,30590487,0.094460608,92.309146664,1291.034391580,,12.721139908,15.808018105
Ukraine,UKR,Europe & Central Asia,Lower middle income,2007,2996.210740421,46509350,6.907396814,2.386959327,8005.691759991,3528.924829094,99.8,16.509071160
Uruguay,URY,Latin America & Caribbean,High income,2007,947.841164929,3339741,1.797408542,41.462670091,13501.602807691,2413.360796541,98.692636,9.173808568
United States,USA,North America,High income,2007,7758.165985771,301231207,19.217897836,6.304128198,48061.537661335,13657.452828252,100,33.436461735
Uzbekistan,UZB,Europe & Central Asia,Lower middle income,2007,1777.914768498,26868000,4.473745459,1.354334375,3321.566761917,1664.061336906,99.843109131,7.727315353
St. Vincent and the Grenadines,VCT,Latin America & Caribbean,Upper middle income,2007,641.925041496,109047,2.084917513,5.448036540,9743.479223976,,88.79,67.692306714
"Venezuela, RB",VEN,Latin America & Caribbean,Upper middle income,2007,2095.111415893,27691965,5.806267233,16.519356322,16276.925626786,2970.717318182,98.572311401,53.998980535
British Virgin Islands,VGB,Latin America & Caribbean,High income,2007,,24731,6.079293195,0.864855725,,,,24.333333969
Virgin Islands (U.S.),VIR,Latin America & Caribbean,High income,2007,,108339,,0,,,100,52.857142857
Vietnam,VNM,East Asia & Pacific,Lower middle income,2007,529.573979804,85889590,1.221015643,42.102177942,3609.690183918,724.104050328,94.046867371,43.530171866
Vanuatu,VUT,East Asia & Pacific,Lower middle income,2007,159.124903957,219953,0.450137075,42.246257918,2669.779208199,,33.624620061,36.095159967
Samoa,WSM,East Asia & Pacific,Upper middle income,2007,318.181319465,182286,0.945486763,45.935168731,5379.200683135,,93.768531799,60.424028269
Kosovo,XKX,Europe & Central Asia,Lower middle income,2007,1179.568640663,1733404,,21.201864191,6968.076576254,2395.863860935,97.244033813,
"Yemen, Rep.",YEM,Middle East & North Africa,Low income,2007,317.274288495,21751605,0.964139106,0.936411687,3949.783998137,206.651417217,59.042709351,1.039831809
South Africa,ZAF,Sub-Saharan Africa,Upper middle income,2007,2732.917941385,49887181,9.352664746,15.811629086,11062.378688369,4777.058860071,82,7.617736524
Zambia,ZMB,Sub-Saharan Africa,Lower middle income,2007,588.605870168,12725974,0.151567338,92.961409204,2589.897155586,652.523728243,18.5,67.216132557
Zimbabwe,ZWE,Sub-Saharan Africa,Low income,2007,723.932924073,13329909,0.741657876,78.080141111,1567.752858453,698.954508992,35.184478760,42.923613804
Aruba,ABW,Latin America & Caribbean,High income,2008,,101353,26.230846645,0.193546026,38506.087251405,,93.086166382,2.333333260
Afghanistan,AFG,South Asia,Low income,2008,,27294031,0.154101422,21.343708076,1236.874765944,,42.4,2.067824648
Angola,AGO,Sub-Saharan Africa,Lower middle income,2008,490.536420548,21759420,1.181526759,58.107975037,6201.401882126,171.879581349,31.268013000,47.108046493
Albania,ALB,Europe & Central Asia,Upper middle income,2008,710.748498463,2947314,1.484311139,35.912906112,8228.318167904,1617.744156205,100,28.421167527
Andorra,AND,Europe & Central Asia,High income,2008,,83861,6.427886622,17.422740580,,,100,34.042553191
United Arab Emirates,ARE,Middle East & North Africa,High income,2008,8604.064413997,6894278,22.823947192,0.110343115,68508.706815286,11613.979012741,100,4.437904712
Argentina,ARG,Latin America & Caribbean,High income,2008,1923.139812258,40382389,4.682912395,7.609687120,17711.441786757,2752.090769073,97.934127808,10.681516723
Armenia,ARM,Europe & Central Asia,Upper middle income,2008,1032.957960539,2908220,1.911537642,6.405167492,7260.968755874,1669.062175489,99.415649414,11.640322933
American Samoa,ASM,East Asia & Pacific,Upper middle income,2008,,57030,,0,,,,88.900003433
Antigua and Barbuda,ATG,Latin America & Caribbean,High income,2008,,92478,5.194500314,0,23162.685852545,,93.299407959,22.272727706
Australia,AUS,East Asia & Pacific,High income,2008,5964.665775653,21249200,18.160875656,6.789569274,37409.163067008,10749.110554750,100,16.268955912
Austria,AUT,Europe & Central Asia,High income,2008,4032.148426196,8321496,8.295095978,29.356166201,41316.225176699,8233.014832910,100,46.700089534
Azerbaijan,AZE,Europe & Central Asia,Upper middle income,2008,1520.313919255,8763400,4.051383481,3.086307459,13799.786140073,2040.760435447,99.741806030,11.568373083
Burundi,BDI,Sub-Saharan Africa,Low income,2008,,8212264,0.023219419,96.846107752,682.315616875,,4.8,8.730529476
Belgium,BEL,Europe & Central Asia,High income,2008,5454.667159292,10709973,9.751984809,3.911750297,38133.501464466,8521.496739534,100,22.404228019
Benin,BEN,Sub-Saharan Africa,Low income,2008,376.859682214,8696916,0.507237393,54.757622243,1768.744657470,86.352449535,30.621238708,41.335579993
Burkina Faso,BFA,Sub-Saharan Africa,Low income,2008,,14689726,0.130556622,82.939885094,1338.860297372,,13.779394150,21.085526316
Bangladesh,BGD,South Asia,Lower middle income,2008,179.967914426,148805814,0.332727819,45.581415471,2163.554427278,201.248857118,51.249774933,11.117768696
Bulgaria,BGR,Europe & Central Asia,Upper middle income,2008,2648.867056271,7492561,6.772087541,9.950698837,14328.892093823,4674.503150525,100,34.090784437
Bahrain,BHR,Middle East & North Africa,High income,2008,11318.775513866,1114590,26.708211988,0,40557.024312066,18492.001543168,100,0.644736855
"Bahamas, The",BHS,Latin America & Caribbean,High income,2008,,348676,4.290906171,2.146393822,29857.271558009,,98.753684998,51.448551449
Bosnia and Herzegovina,BIH,Europe & Central Asia,Upper middle income,2008,1583.999251780,3763599,5.354936060,14.278010531,9006.428505531,2979.063391185,99.580039978,42.67578125
Belarus,BLR,Europe & Central Asia,Upper middle income,2008,2932.103272623,9527985,6.623163555,6.487347262,14405.078151931,3481.743516599,100,41.866928559
Belize,BLZ,Latin America & Caribbean,Upper middle income,2008,,306165,1.425287018,34.062922138,7630.706929277,,90.615020752,61.440155685
Bermuda,BMU,North America,High income,2008,,65273,9.943759288,2.277817029,58288.612094414,,100,18.518518191
Bolivia,BOL,Latin America & Caribbean,Lower middle income,2008,586.820738438,9599855,1.378965620,20.505982613,4986.880533324,534.487239651,84.674991,52.819163667
Brazil,BRA,Latin America & Caribbean,Upper middle income,2008,1288.117285532,192979029,2.008670258,47.263307410,13259.729403811,2218.883586568,98.526625,60.033501024
Barbados,BRB,Latin America & Caribbean,High income,2008,,277319,5.844583314,8.628636507,16520.941226013,,100,14.651163234
Brunei Darussalam,BRN,East Asia & Pacific,High income,2008,9341.203210530,379252,24.046884393,0,78682.980825175,8593.230886060,100,72.789374972
Bhutan,BTN,South Asia,Lower middle income,2008,,700950,0.601619231,91.999476525,5372.132428646,,70.013504028,70.452290737
Botswana,BWA,Sub-Saharan Africa,Upper middle income,2008,1083.869764498,1946351,2.315483179,27.160773498,12947.487215310,1518.225643782,43.1,20.446773251
Central African Republic,CAF,Sub-Saharan Africa,Low income,2008,,4345386,0.058227969,80.583039623,826.813417054,,9.351327896,35.762302512
Canada,CAN,North America,High income,2008,8195.212305637,33245773,16.875197879,22.525314042,40277.619312110,16378.142267891,100,38.204345049
Switzerland,CHE,Europe & Central Asia,High income,2008,3499.790982227,7647675,5.283044324,20.242020474,52584.734946034,8305.923041970,100,31.070959067
Channel Islands,CHI,Europe & Central Asia,High income,2008,,157581,,,,,100,4.040404256
Chile,CHL,Latin America & Caribbean,High income,2008,1820.253665509,16661942,4.312294329,30.827460962,16551.307152328,3347.568968851,98.817672729,21.727914483
China,CHN,East Asia & Pacific,Upper middle income,2008,1672.904119941,1324655000,5.701915025,14.601996574,7635.072610937,2446.369054584,98.749916077,21.045941795
Cote d'Ivoire,CIV,Sub-Saharan Africa,Lower middle income,2008,524.788098627,19497986,0.347554665,74.317262466,2567.190743245,196.738268250,55.837303162,32.716351587
Cameroon,CMR,Sub-Saharan Africa,Lower middle income,2008,338.244739728,18907008,0.293251264,80.714109069,2812.645054601,272.015540481,50.569175720,43.062342663
"Congo, Dem. Rep.",COD,Sub-Saharan Africa,Low income,2008,307.846517969,60373608,0.030794399,96.965441481,615.277912064,101.269415603,11.493383408,68.263953982
"Congo, Rep.",COG,Sub-Saharan Africa,Lower middle income,2008,327.601334974,4115435,0.318099788,57.218984581,4543.924888905,131.942309865,37.920776367,65.695461201
Colombia,COL,Latin America & Caribbean,Upper middle income,2008,659.611950092,44901544,1.516403445,28.959240855,10038.424981103,974.220396519,96.806763,53.413013322
Comoros,COM,Sub-Saharan Africa,Low income,2008,,657229,0.161805094,50.947865536,2283.240119865,,58.307968140,21.601289331
Cabo Verde,CPV,Sub-Saharan Africa,Lower middle income,2008,,491723,0.954553682,27.611898040,5710.163419567,,73.841857910,20.965260016
Costa Rica,CRI,Latin America & Caribbean,Upper middle income,2008,1035.296922367,4429508,1.835359367,43.130205274,12329.930057916,1903.371661142,99.263937,50.125340821
Cuba,CUB,Latin America & Caribbean,Upper middle income,2008,952.041927702,11309754,2.691785692,18.731835471,,1314.882710977,99.640365601,26.662908681
Curacao,CUW,Latin America & Caribbean,High income,2008,15326.487523992,145880,,0.241213546,,7149.712092131,100,
Cayman Islands,CYM,Latin America & Caribbean,High income,2008,,52926,11.016381363,0,56224.966181833,,100,52.916665872
Cyprus,CYP,Europe & Central Asia,High income,2008,2388.589476526,1081563,7.930294398,5.493663997,34823.654239200,4554.519708977,100,18.706710617
Czech Republic,CZE,Europe & Central Asia,High income,2008,4330.712690702,10384603,11.233772827,8.955101345,27844.795326466,6489.126257402,100,34.343042071
Germany,DEU,Europe & Central Asia,High income,2008,4036.830780994,82110097,9.506321178,8.592248257,38028.772143518,7187.764009096,100,32.696555087
Djibouti,DJI,Middle East & North Africa,Lower middle income,2008,,822934,0.606017007,33.143458307,,,53.899078369,0.241587571
Dominica,DMA,Latin America & Caribbean,Upper middle income,2008,,71074,1.857388074,7.458132913,9896.722909321,,90.9,60.253331502
Denmark,DNK,Europe & Central Asia,High income,2008,3501.513846696,5493621,8.543351098,18.549254688,41278.328843462,6534.123850189,100,13.559746096
Dominican Republic,DOM,Latin America & Caribbean,Upper middle income,2008,757.679328222,9636520,2.149242258,17.937560226,10044.099560219,1352.355414610,97.576197,36.245083834
Algeria,DZA,Middle East & North Africa,Upper middle income,2008,1069.200215773,34860715,3.161381458,0.298765662,12162.264347087,943.755743392,99.3,0.741138811
Ecuador,ECU,Latin America & Caribbean,Upper middle income,2008,676.587094764,14447562,2.344230258,15.089001123,8920.500826659,1083.989118718,97.206576,52.742109331
"Egypt, Arab Rep.",EGY,Middle East & North Africa,Lower middle income,2008,892.821049555,80953881,2.453080477,5.969927859,8940.441663006,1446.626135194,99.8,0.069114474
Eritrea,ERI,Sub-Saharan Africa,Low income,2008,159.345145673,4232636,0.097899040,81.898470135,1329.644372621,57.174772411,37.515033722,15.255446028
Spain,ESP,Europe & Central Asia,High income,2008,3026.338408150,45954106,7.165531607,9.737202935,33463.654099347,6025.772756846,100,35.808260137
Estonia,EST,Europe & Central Asia,High income,2008,4105.417735530,1337090,13.081834431,20.188995478,22664.039327472,6364.567830139,100,52.870958980
Ethiopia,ETH,Sub-Saharan Africa,Low income,2008,485.188812892,83184892,0.079084048,94.516070965,888.142451780,40.860785153,21.763442993,12.577599609
Finland,FIN,Europe & Central Asia,High income,2008,6669.173348359,5313399,10.637159189,34.731027099,39969.387598706,16349.233325034,100,73.010858835
Fiji,FJI,East Asia & Pacific,Upper middle income,2008,,843340,1.060957621,45.549384277,7093.550249278,,86.16,54.441161174
France,FRA,Europe & Central Asia,High income,2008,4110.585339284,64374989,5.690501415,10.473230359,35095.260231603,7643.449849755,100,29.583769426
Faroe Islands,FRO,Europe & Central Asia,High income,2008,,48485,13.008641848,4.506541534,,,100,0.057306586
"Micronesia, Fed. Sts.",FSM,East Asia & Pacific,Lower middle income,2008,,104478,1.123145543,1.350394967,3043.078983174,,60.559383392,91.528570993
Gabon,GAB,Sub-Saharan Africa,Upper middle income,2008,2691.666487678,1536411,2.716100054,87.376617808,14686.455823063,970.443455560,82.862960815,85.380525478
United Kingdom,GBR,Europe & Central Asia,High income,2008,3361.980516930,61806995,8.424423983,2.782791914,36257.512445391,6015.726860689,100,12.581325379
Georgia,GEO,Europe & Central Asia,Lower middle income,2008,745.548138958,4030000,1.282085112,36.302163742,6155.927428390,1796.774193548,99.249557495,40.328679542
Ghana,GHA,Sub-Saharan Africa,Lower middle income,2008,269.148757181,23298640,0.392218773,55.862431648,2733.285352720,264.264351911,60.5,40.160851698
Gibraltar,GIB,Europe & Central Asia,High income,2008,4879.659049248,32732,12.995600635,0,,4918.733960650,100,0
Guinea,GIN,Sub-Saharan Africa,Low income,2008,,10323142,0.212067121,80.148624454,1524.956524327,,23.843587875,26.924955234
"Gambia, The",GMB,Sub-Saharan Africa,Low income,2008,,1588572,0.230836248,55.746222585,1483.758346688,,37.765438080,47.075098211
Guinea-Bissau,GNB,Sub-Saharan Africa,Low income,2008,,1480841,0.153530325,88.420344909,1307.097078337,,9.618552208,72.617354196
Equatorial Guinea,GNQ,Sub-Saharan Africa,Upper middle income,2008,,868418,5.185378470,6.312481341,38441.348329743,,64.736679077,58.809268292
Greece,GRC,Europe & Central Asia,High income,2008,2745.493458518,11077841,8.662824281,8.109958650,30856.011826848,5805.192546093,100,29.810706731
Grenada,GRD,Latin America & Caribbean,Upper middle income,2008,,103930,2.434552102,10.661726669,11640.876881467,,90,49.970587562
Greenland,GRL,Europe & Central Asia,High income,2008,,56328,11.718150831,6.668684026,,,100,0.000535997
Guatemala,GTM,Latin America & Caribbean,Upper middle income,2008,582.399888736,14006366,0.816060283,60.784779005,6515.045725688,530.544468137,81.767486572,35.539379454
Guam,GUM,East Asia & Pacific,High income,2008,,159035,,0,,,100,46.296296296
Guyana,GUY,Latin America & Caribbean,Upper middle income,2008,,746314,2.088229619,34.536507587,5211.157654665,,79.018157959,84.259082503
"Hong Kong SAR, China",HKG,East Asia & Pacific,High income,2008,2006.298542643,6957800,6.320723648,0.723819906,44800.173975030,5883.037741815,100,
Honduras,HND,Latin America & Caribbean,Lower middle income,2008,590.829933169,7872658,1.101591737,51.158149013,3923.597020901,665.086683557,76.396899,48.547680758
Croatia,HRV,Europe & Central Asia,High income,2008,2215.901290515,4434508,5.094677245,24.155911346,20250.708695882,3877.995033496,100,34.188705346
Haiti,HTI,Latin America & Caribbean,Low income,2008,383.519719519,9705029,0.247110854,75.765469162,1526.169509425,23.596013984,35.109580994,3.722786592
Hungary,HUN,Europe & Central Asia,High income,2008,2636.646773302,10038188,5.463501182,6.755189413,20678.679912089,3988.767693930,100,22.551055115
Indonesia,IDN,East Asia & Pacific,Lower middle income,2008,790.784419580,236159276,1.763895139,40.158753477,7486.019470019,568.396051485,92.73,52.883410522
Isle of Man,IMN,Europe & Central Asia,High income,2008,,78534,,3.397279137,,,100,6.070175506
India,IND,South Asia,Lower middle income,2008,503.035580664,1197146906,1.310097833,43.632883012,3637.643070108,562.899170204,71.547317505,23.193136518
Ireland,IRL,Europe & Central Asia,High income,2008,3293.884635054,4489544,9.577641293,4.153371219,44280.691459649,6340.733045494,100,10.354478260
"Iran, Islamic Rep.",IRN,Middle East & North Africa,Upper middle income,2008,2808.949736416,72845542,7.434674547,0.702090315,16511.032981689,2398.472098677,98.743873596,6.564491066
Iraq,IRQ,Middle East & North Africa,Upper middle income,2008,944.212265586,29111417,3.199745790,1.185129437,11736.738158475,750.186773801,97.940597534,1.886274779
Iceland,ISL,Europe & Central Asia,High income,2008,16353.831273983,317414,6.677481144,73.461570308,42721.162860495,50063.954330937,100,0.401197020
Israel,ISR,Middle East & North Africa,High income,2008,3129.127763792,7308800,9.340093039,8.822178689,27399.447642840,7134.002845884,100,7.134935023
Italy,ITA,Europe & Central Asia,High income,2008,3087.566331027,58826731,7.601764970,10.823349299,35402.916852716,5757.960611478,100,30.327056472
Jamaica,JAM,Latin America & Caribbean,Upper middle income,2008,1261.882096912,2790122,3.658953981,10.763684479,8230.784445354,1156.938657163,92,31.204063014
Jordan,JOR,Middle East & North Africa,Upper middle income,2008,1089.239889784,6489822,3.289654786,2.742184070,9332.542461673,1866.615139830,99.309547424,1.104941070
Japan,JPN,East Asia & Pacific,High income,2008,3858.434520509,128063000,9.449533972,3.983866936,34798.765897727,8270.007730570,100,68.459806884
Kazakhstan,KAZ,Europe & Central Asia,Upper middle income,2008,4457.168112798,15674000,14.853057867,1.153802847,18513.925412122,4689.166773000,99.416564941,1.229840335
Kenya,KEN,Sub-Saharan Africa,Lower middle income,2008,450.831573875,39148416,0.261618018,80.476350037,2243.288394473,141.155136392,25.257329941,7.303650780
Kyrgyz Republic,KGZ,Europe & Central Asia,Lower middle income,2008,593.946453081,5318700,1.440269803,22.045169759,2681.122186810,1378.720363999,99.451469421,3.930761120
Cambodia,KHM,East Asia & Pacific,Lower middle income,2008,251.335523791,13880509,0.280826950,67.999186080,2355.790305305,114.621156904,26.4,58.626783394
Kiribati,KIR,East Asia & Pacific,Lower middle income,2008,,98440,0.558766761,2.667689111,1761.951971634,,68.220993042,14.999999529
St. Kitts and Nevis,KNA,Latin America & Caribbean,High income,2008,,50332,4.298517842,0.012913238,24146.402013536,,96.696311951,42.307692308
"Korea, Rep.",KOR,East Asia & Pacific,High income,2008,4629.777920602,49054708,10.347422861,1.060729264,28655.983524183,8772.287463214,100,64.287041915
Kuwait,KWT,Middle East & North Africa,High income,2008,10825.765173394,2652340,31.191772925,0,90011.782167504,17054.751653257,100,0.335016823
Lao PDR,LAO,East Asia & Pacific,Lower middle income,2008,,6052190,0.156321266,69.060714632,3585.167177738,,66,75.551216218
Lebanon,LBN,Middle East & North Africa,Upper middle income,2008,1321.000222085,4111047,4.190554377,5.669371450,14023.264492726,2966.397611120,99.9,13.366569452
Liberia,LBR,Sub-Saharan Africa,Low income,2008,,3662993,0.154168463,91.494394151,1006.154721633,,1.752656460,45.566860465
Libya,LBY,Middle East & North Africa,Upper middle income,2008,2940.381736366,6053078,9.253709435,1.875792550,27843.125644937,3159.384366103,98.644752502,0.123327688
St. Lucia,LCA,Latin America & Caribbean,Upper middle income,2008,,169220,2.340361659,2.391114663,11655.174276940,,93.149894714,33.967211989
Liechtenstein,LIE,Europe & Central Asia,High income,2008,,35541,1.754002420,54.200260252,,,100,43.125000596
Sri Lanka,LKA,South Asia,Lower middle income,2008,456.966748742,19945832,0.612029771,61.570842027,7419.359138251,427.207047568,82.173248291,33.630999841
Lesotho,LSO,Sub-Saharan Africa,Lower middle income,2008,,1999930,1.063467221,54.986226629,2139.870679467,,15.424475670,1.436100081
Lithuania,LTU,Europe & Central Asia,High income,2008,2975.911996350,3198231,4.692916490,18.333832462,20743.988034782,3733.626495397,100,34.310329515
Luxembourg,LUX,Europe & Central Asia,High income,2008,8612.233705106,488650,22.385472219,3.966352156,86693.895122086,15937.787782667,100,35.679011090
Latvia,LVA,Europe & Central Asia,High income,2008,2106.363688972,2177322,3.629405756,33.704935582,19432.179333278,3213.121440007,100,53.559712825
"Macao SAR, China",MAC,East Asia & Pacific,High income,2008,,514348,2.602236229,4.769744133,77584.705273565,,100,
St. Martin (French part),MAF,Latin America & Caribbean,High income,2008,,29376,,,,,62.450187683,18.382352941
Morocco,MAR,Middle East & North Africa,Lower middle income,2008,511.633768614,31596855,1.674221754,15.119020229,5866.564215590,732.129827478,86.506950378,12.466054442
Monaco,MCO,Europe & Central Asia,High income,2008,,35853,,,,,100,
Moldova,MDA,Europe & Central Asia,Lower middle income,2008,936.909471646,3570108,1.338363153,4.937614891,3723.402213329,2028.229958309,99.819427490,11.456369346
Madagascar,MDG,Sub-Saharan Africa,Low income,2008,,19996469,0.094441924,82.334254682,1463.094812036,,16.135322571,21.781820683
Maldives,MDV,South Asia,Upper middle income,2008,,345054,2.444284083,1.355981074,12243.324261935,,94.680084229,3.333333333
Mexico,MEX,Latin America & Caribbean,Upper middle income,2008,1580.662137799,113661809,4.339644436,9.769617777,14551.045608578,1995.437183302,98.914037,34.328043417
Marshall Islands,MHL,East Asia & Pacific,Upper middle income,2008,,52218,1.896070321,14.775362941,3204.513387176,,80.324424744,70.222224130
North Macedonia,MKD,Europe & Central Asia,Upper middle income,2008,1461.053566402,2067378,4.547880455,15.590550644,10417.651378691,3676.154046333,99.2,39.191438280
Mali,MLI,Sub-Saharan Africa,Low income,2008,,14138216,0.075735439,76.237115949,1737.714752300,,22.262830734,4.317360411
Malta,MLT,Middle East & North Africa,High income,2008,2043.526902943,409379,6.252313871,0.250047582,26193.017564293,4836.593963051,100,1.093749981
Myanmar,MMR,East Asia & Pacific,Lower middle income,2008,305.389606642,49479752,0.198099033,85.566565883,2989.784894601,95.008560269,50.146156311,49.581667537
Montenegro,MNE,Europe & Central Asia,Upper middle income,2008,2067.967758510,616969,4.457679397,38.758143938,13816.522857656,6287.187848984,99.568878174,55.509291865
Mongolia,MNG,East Asia & Pacific,Lower middle income,2008,1363.628373167,2628131,4.580730945,4.628963995,7278.375529222,1425.728017363,77.279548645,7.947372310
Northern Mariana Islands,MNP,East Asia & Pacific,High income,2008,,57431,,0,,,100,66.630433953
Mozambique,MOZ,Sub-Saharan Africa,Low income,2008,406.826036324,22846758,0.099191579,92.434857539,823.786448366,432.358936878,13.571223846,50.121825048
Mauritania,MRT,Sub-Saharan Africa,Lower middle income,2008,,3407541,0.568203288,35.795359377,3255.497598992,,30,0.244494033
Mauritius,MUS,Sub-Saharan Africa,Upper middle income,2008,1027.174205724,1244121,3.029991456,12.819655911,14270.204536108,1881.649775223,98.629325867,18.876847140
Malawi,MWI,Sub-Saharan Africa,Low income,2008,,14271234,0.074001730,81.532404484,910.917398854,,7.439959526,35.033941451
Malaysia,MYS,East Asia & Pacific,Upper middle income,2008,2790.464035188,27111069,7.525777755,4.729134486,19873.170892824,3301.234635934,98.729248047,65.835947011
Namibia,NAM,Sub-Saharan Africa,Upper middle income,2008,690.986647677,2106375,1.579001365,27.025792477,7884.762889202,1589.935315412,43.322189331,9.034969333
New Caledonia,NCL,East Asia & Pacific,High income,2008,,242750,11.812951596,7.439819489,,,100,45.897155361
Niger,NER,Sub-Saharan Africa,Low income,2008,127.878832651,15228525,0.053216382,86.110513035,784.122460441,39.268412404,11.640199661,0.970079773
Nigeria,NGA,Sub-Saharan Africa,Lower middle income,2008,752.859786924,150347390,0.639510536,86.351994041,4413.840495117,127.178795721,50.3,10.826224179
Nicaragua,NIC,Latin America & Caribbean,Lower middle income,2008,520.870832921,5594506,0.790490170,52.560670569,3931.054300597,477.968921653,76.899291992,27.040053183
Netherlands,NLD,Europe & Central Asia,High income,2008,4848.013689747,16445593,10.764024015,3.973984795,45843.89223408,7173.046298787,100,10.953791108
Norway,NOR,Europe & Central Asia,High income,2008,6752.708981899,4768212,11.679583248,58.493732534,61757.245567687,24866.134307787,100,33.123064356
Nepal,NPL,South Asia,Low income,2008,363.866494379,26475859,0.129223796,90.468931477,1777.233565698,84.076592189,58.989894867,25.364492501
Nauru,NRU,East Asia & Pacific,Upper middle income,2008,,9947,4.423846386,0.077203216,5173.046055246,,99.254089355,0
New Zealand,NZL,East Asia & Pacific,High income,2008,4082.723367294,4259800,8.029041035,28.159526137,29860.370254567,9556.317197991,100,38.600128384
Oman,OMN,Middle East & North Africa,High income,2008,5673.570340709,2759014,15.478675353,0,43170.763410184,4776.706461076,100,0.006462036
Pakistan,PAK,South Asia,Lower middle income,2008,504.550070619,163644603,0.972050346,45.993955510,4104.907381669,442.709375512,86.790832520,2.299968867
Panama,PAN,Latin America & Caribbean,High income,2008,869.004865386,3516268,2.097205617,30.545828711,14518.60511957,1626.724697890,86.685844421,63.656176961
Peru,PER,Latin America & Caribbean,Upper middle income,2008,524.932494192,28641980,1.432002781,25.717160031,8956.515287276,1039.453278021,84.678343,58.670153809
Philippines,PHL,East Asia & Pacific,Lower middle income,2008,441.919925744,90751864,0.868950031,31.727064784,5100.535755722,585.563730129,83.3,23.253848803
Palau,PLW,East Asia & Pacific,High income,2008,,20228,12.508552501,0,12303.757677658,,98.437957764,87.608693994
Papua New Guinea,PNG,East Asia & Pacific,Lower middle income,2008,,6787187,0.706689826,56.924309861,2730.023437282,,17.158117294,74.146975266
Poland,POL,Europe & Central Asia,High income,2008,2564.775641581,38125759,8.258160054,8.010540196,18310.443208668,3725.748777880,100,30.288607217
Puerto Rico,PRI,Latin America & Caribbean,High income,2008,,3760866,,0.674828024,33027.025308822,,100,53.302143015
"Korea, Dem. People’s Rep.",PRK,East Asia & Pacific,Low income,2008,828.878199457,24335146,2.923034281,10.198257504,,802.830605578,25.032701492,49.158709371
Portugal,PRT,Europe & Central Asia,High income,2008,2337.271386907,10558177,5.268402206,23.189169354,26631.563963270,4850.837412557,100,35.659779696
Paraguay,PRY,Latin America & Caribbean,Upper middle income,2008,732.884116514,6047117,0.736175272,66.632164130,8721.418216504,1033.550367886,96.677896,44.198338787
West Bank and Gaza,PSE,Middle East & North Africa,Lower middle income,2008,,3596688,0.570947494,20.102534069,3470.017984309,,99.448791504,1.523255827
French Polynesia,PYF,East Asia & Pacific,High income,2008,,263179,3.204700983,9.336059067,,,100,39.617486339
Qatar,QAT,Middle East & North Africa,High income,2008,16371.352769872,1389342,46.672137602,0,115012.450334212,14457.203481936,100,0
Romania,ROU,Europe & Central Asia,Upper middle income,2008,1928.966360931,20537875,4.692067363,20.388996171,16726.627587191,2605.819735489,100,28.122661602
Russian Federation,RUS,Europe & Central Asia,Upper middle income,2008,4823.126535327,142742350,12.014506508,3.307738381,20163.587648017,6399.684466453,100,49.618600807
Rwanda,RWA,Sub-Saharan Africa,Low income,2008,,9708169,0.055903024,90.630503127,1216.297893810,,6,17.089582736
Saudi Arabia,SAU,Middle East & North Africa,High income,2008,6034.523262031,25940770,16.582999271,0.007256284,44841.929317720,7188.992462444,100,0.454484135
Sudan,SDN,Sub-Saharan Africa,Lower middle income,2008,361.945272409,32955496,0.341440489,63.657735777,3187.310976110,98.423177814,34.545864105,
Senegal,SEN,Sub-Saharan Africa,Low income,2008,256.841039345,12203957,0.417361598,40.466762804,2619.976310844,158.309309022,51.219661713,44.424245572
